DISTR.1,GRADE,SLFHLTH,SLFWGHT,WORKHARD,GOODQUAL,PHYSFIT,PROUD,LIKESLF,ACCEPTED,FEELLOVD,DIET,DISTR.2,race
0.42,10,2,3,1,2,2,1,1,2,1,0,0.65,non-black hispanic
0.68,9,3,3,2,2,3,1,2,3,1,0,1.95,other
0.63,8,1,2,1,1,1,1,1,1,1,0,0.72,other
0.32,7,3,3,3,3,3,2,2,3,2,0,0.12,black
0.74,10,1,4,3,2,1,2,2,2,3,1,1.38,non-black hispanic
0.21,8,1,4,1,2,1,1,2,2,1,0,0.51,other
1.11,7,1,4,2,1,2,1,2,2,2,0,0.58,other
0.26,11,2,4,2,2,2,2,2,1,1,1,0.45,other
0.21,7,3,4,2,1,3,1,1,2,1,0,0.34,black
1,10,3,4,2,2,3,2,3,4,2,0,0.66,other
0.95,8,2,3,3,1,2,1,1,2,2,0,0.92,other
0.89,9,4,3,3,5,5,5,4,4,4,0,1.75,other
0.42,10,2,4,2,2,4,3,4,2,2,1,0.44,other
0.26,11,1,3,2,2,2,2,1,2,2,0,0.47,black
0.26,10,2,3,2,2,2,1,2,2,2,1,0.34,black
0.21,9,2,5,1,3,3,2,3,2,2,1,0.25,non-black hispanic
1.74,10,3,3,3,2,3,2,1,1,1,0,1.86,non-black hispanic
1.47,7,2,4,2,2,3,2,2,3,2,0,0.67,other
0.37,10,1,3,2,2,2,1,2,3,2,0,0.11,non-black hispanic
0.68,7,3,3,1,2,2,2,2,2,2,0,0.12,other
0.16,9,1,3,1,2,1,2,1,2,1,0,0.11,other
0.42,10,2,4,1,2,3,2,2,2,2,1,0.6,other
0.58,8,3,4,4,4,3,4,4,4,4,1,1.62,black
1.42,8,3,3,2,2,1,2,1,3,2,0,0.84,other
0.74,11,2,3,2,2,2,2,2,1,1,0,0.55,black
0.79,7,2,4,2,2,2,2,2,2,2,0,2.06,non-black hispanic
0.16,10,2,3,1,1,1,1,1,1,2,0,0.32,non-black hispanic
0.63,11,4,4,2,2,4,2,3,2,2,0,1.05,other
0.26,10,2,3,2,1,2,2,1,4,3,0,0.6,non-black hispanic
0.84,7,3,3,2,2,4,2,3,2,2,0,0.95,non-black hispanic
0.32,10,2,3,2,2,1,1,1,1,1,0,0.13,other
0.84,9,3,3,3,3,2,2,2,2,3,0,1.28,non-black hispanic
0.58,11,3,3,2,1,2,1,2,1,1,0,0.42,black
0.84,10,3,3,2,2,2,2,2,2,2,0,1.55,non-black hispanic
0.21,11,4,4,2,2,3,1,1,2,1,1,0.24,non-black hispanic
0.32,9,3,4,1,2,2,2,3,2,1,0,0.63,non-black hispanic
0.95,10,3,4,3,2,2,1,1,2,2,0,0.92,other
0.37,9,3,3,2,1,2,1,1,3,2,0,0.03,other
1.47,11,3,5,4,3,3,2,3,3,2,1,1.38,other
1.11,10,2,3,2,2,2,2,1,2,3,0,0.77,black
0.95,10,4,4,2,3,4,2,3,2,2,0,0.62,other
0.79,11,2,3,2,2,2,1,2,1,2,1,0.88,non-black hispanic
0.89,9,4,4,1,1,2,1,2,2,1,1,0.77,other
0.95,7,2,4,2,1,2,1,2,2,2,0,0.53,black
0.26,11,2,3,2,2,2,2,1,1,1,1,0.23,other
0.53,11,2,3,4,1,2,2,1,2,2,0,0.8,other
0.16,7,2,3,2,2,2,1,2,2,1,0,0.13,black
0.16,9,3,3,1,2,2,2,4,1,2,0,0.24,other
0,9,2,3,1,1,1,1,1,1,1,0,0.07,other
0.05,8,1,3,3,3,1,2,2,1,2,0,0.31,other
0.47,7,2,4,2,1,2,1,1,1,2,0,0.25,black
1.26,10,1,3,2,2,2,2,4,2,2,0,1.51,other
0.74,10,4,5,4,1,2,1,3,2,1,0,0.81,other
0.63,10,1,3,2,2,1,2,3,1,2,0,0.62,non-black hispanic
1.21,10,2,3,2,2,2,1,2,1,1,0,1.13,other
0.42,10,4,3,2,3,4,3,4,4,3,0,1.08,other
0.53,11,1,3,2,2,2,2,2,2,1,0,0.7,other
0.63,10,3,4,1,1,2,2,4,1,1,1,0.54,black
0.32,8,3,3,4,3,3,3,2,3,3,0,0.34,other
0.47,9,2,3,4,2,3,2,3,3,2,0,0.01,other
1.16,9,3,3,2,2,2,3,3,3,2,0,1.1,black
0.47,10,1,3,1,2,1,1,1,2,1,0,0.79,other
0.68,10,1,3,2,1,2,2,4,2,2,1,0.77,other
0.21,11,3,2,5,2,2,3,3,3,2,0,0.4,other
0.79,7,1,3,2,1,1,1,1,3,1,0,0.46,other
0.32,10,2,3,2,1,1,1,2,1,1,0,0.13,other
0.84,9,3,3,3,2,2,2,2,3,3,0,0.97,non-black hispanic
0.53,9,2,3,2,2,1,1,1,2,1,0,0.37,other
0.63,8,3,3,4,2,1,1,2,2,2,0,1.05,other
0.53,8,2,2,3,1,2,1,3,4,1,0,0.6,other
0.26,10,2,3,2,1,3,2,2,3,2,0,0.09,non-black hispanic
1.11,11,1,3,1,2,1,2,4,2,2,0,1.88,other
0.95,10,3,3,2,2,3,2,2,3,2,0,0.65,black
0.63,7,2,3,2,1,2,1,1,1,1,0,0.61,black
1.84,10,3,4,3,2,3,3,3,2,3,0,1.61,other
0.16,10,2,3,1,1,1,1,1,1,1,1,0.15,other
1.42,9,2,4,3,2,3,2,4,2,2,1,1.85,black
0.47,11,1,4,3,2,2,2,2,2,1,0,0.49,non-black hispanic
0.63,10,2,3,3,2,1,2,3,3,2,0,0.38,other
0.74,11,1,2,1,1,1,2,1,1,1,0,0.45,other
0.74,8,2,3,2,2,2,2,2,2,2,0,0.81,non-black hispanic
0.63,11,3,3,2,3,3,3,4,2,2,0,0.52,non-black hispanic
0.68,8,3,4,5,2,3,2,4,4,3,0,1.67,other
0.26,10,1,3,3,2,2,1,1,2,2,0,0.38,other
0.74,9,3,3,2,2,2,2,4,2,2,0,0.92,other
0,7,1,4,1,1,1,1,1,1,1,1,0.01,black
0.32,10,2,4,1,2,2,1,2,1,1,0,0.58,other
0.21,8,1,3,4,1,2,1,4,2,1,0,0.23,other
1.42,11,1,4,3,2,3,2,2,2,3,0,0.35,black
0.68,11,2,3,2,2,2,1,1,2,1,0,0.21,other
1,8,4,4,2,2,3,2,3,4,3,1,0.83,black
0.58,11,1,3,4,2,2,1,3,2,2,0,0.16,other
0.42,7,3,3,3,2,2,1,1,3,3,0,0.22,other
0.42,11,3,4,1,2,2,1,1,3,2,0,0.36,black
0.79,10,2,4,2,2,3,1,2,2,1,1,0.65,non-black hispanic
1.11,7,2,5,4,2,4,3,2,4,2,1,0.08,other
0.95,7,3,3,2,2,2,2,2,1,1,0,0.33,other
0.53,8,4,5,2,2,4,2,4,3,2,1,0.39,other
0.37,10,2,3,2,3,3,3,2,2,2,0,0.6,non-black hispanic
0.16,9,2,3,2,2,2,2,1,2,2,0,0.24,other
0,10,1,4,2,1,2,1,1,1,1,0,0.31,black
0.74,8,2,4,3,2,4,2,1,2,2,0,0.09,other
0.95,8,3,2,2,2,4,2,2,4,2,0,1.04,other
0,7,1,3,1,1,1,1,1,1,1,0,0.02,non-black hispanic
0.32,8,3,3,1,1,1,1,2,1,1,0,0.88,black
0.74,10,2,3,2,2,2,2,2,2,3,0,0.56,other
1.68,9,3,3,2,2,2,2,2,3,3,1,1.58,non-black hispanic
0.42,10,2,4,1,2,3,2,2,3,2,0,0.6,non-black hispanic
0.42,9,2,4,2,1,1,1,1,2,1,1,0.6,non-black hispanic
0.32,11,3,3,1,1,2,1,1,2,2,0,0.06,other
0.42,9,3,4,2,2,3,2,2,1,1,0,0.23,black
0.63,10,4,3,2,2,3,1,2,1,1,0,0.71,black
0.47,11,3,3,2,1,1,1,1,2,1,0,0.2,black
0.47,9,2,4,2,2,4,2,2,4,3,0,0.74,other
1.05,10,4,4,2,2,3,2,2,2,2,0,0.4,other
0.89,9,3,3,1,2,2,2,1,3,2,0,0.56,black
0.95,8,2,2,3,3,2,1,2,3,2,0,1.24,other
0.05,9,1,3,1,1,1,1,1,1,1,0,0.22,non-black hispanic
1.74,10,2,5,1,2,2,2,2,4,2,0,0.62,other
1.21,11,3,3,3,3,2,3,4,3,4,0,1.59,non-black hispanic
0.58,11,3,3,3,1,1,1,3,1,1,1,0.63,non-black hispanic
1,9,2,5,2,2,2,1,2,3,2,1,1.64,black
0.68,11,3,4,2,2,2,1,2,3,1,0,0.91,other
0.26,11,3,3,3,1,2,1,1,2,2,0,0.35,black
0,11,2,3,1,1,1,1,1,1,1,0,0,other
0.79,11,3,3,3,2,3,2,3,5,3,0,0.33,non-black hispanic
0.63,10,3,3,4,2,2,2,3,2,3,0,0.81,other
0.58,9,4,5,3,2,3,2,2,3,2,0,0.07,black
0.37,10,1,3,3,2,3,2,2,2,2,0,0.32,black
0.32,8,2,4,2,2,3,2,2,2,1,0,0.49,non-black hispanic
0.47,9,2,2,2,2,2,1,1,2,2,0,1.09,black
1,11,2,3,2,2,2,2,2,2,2,0,0.81,non-black hispanic
0.26,7,3,3,5,3,3,3,3,4,3,0,0.01,non-black hispanic
0.06,9,2,4,3,3,2,1,1,2,1,1,0.01,non-black hispanic
0.89,11,2,3,2,2,2,2,2,1,2,0,1.9,black
0.05,10,1,2,1,1,1,1,2,1,1,0,0.11,non-black hispanic
0.42,9,2,2,2,2,1,2,2,1,1,1,0.13,other
0.21,8,2,3,1,2,2,2,2,2,2,0,0.18,black
1.37,9,3,4,1,3,3,2,3,2,2,0,1.29,other
0.11,8,1,4,2,1,1,1,1,1,1,1,0.15,other
0.89,9,4,2,2,3,2,3,3,4,2,0,1.06,non-black hispanic
0.11,8,3,3,1,2,2,2,2,2,2,0,0.63,other
1.16,8,3,5,3,3,4,4,4,5,3,1,1.41,other
1.16,11,1,4,1,3,3,2,2,2,2,1,1.49,black
0.42,8,3,2,5,2,2,2,2,2,3,0,0.41,other
0.26,7,2,3,2,1,1,1,1,1,1,0,0.65,other
0.53,7,3,4,1,2,2,2,3,1,2,0,0.55,other
1.47,8,3,2,5,1,1,1,3,2,2,0,1.24,other
0.89,9,3,4,2,2,1,2,4,1,1,0,0.55,other
0.74,7,1,3,2,2,2,2,1,4,1,1,0.39,black
1.16,9,3,3,2,3,3,3,4,3,3,0,0.71,other
0.95,11,4,4,2,2,4,2,2,2,1,0,1.28,black
0.26,9,3,3,2,2,2,1,1,1,1,0,0.24,other
0.84,11,2,3,2,2,2,2,3,3,1,0,1.05,other
0.74,7,1,3,2,2,1,2,4,2,2,0,0.14,other
0.26,8,2,3,2,1,2,1,1,2,1,0,0.34,black
0.42,7,1,5,2,2,1,2,2,2,2,0,0.27,other
0.26,9,1,3,1,1,1,1,1,1,1,0,0.21,black
1.32,10,2,4,2,2,3,2,4,3,2,0,2.06,black
0.42,8,1,3,1,1,2,1,2,1,1,0,0.53,other
0.74,9,3,3,1,1,2,2,2,2,2,1,0.21,non-black hispanic
0.58,11,3,4,1,2,2,2,2,2,2,1,0.04,other
0.11,10,3,4,2,1,1,1,2,1,1,0,0,other
0.63,10,2,4,2,2,2,1,1,2,2,1,0.55,other
0.26,8,3,2,3,2,2,2,2,2,2,0,0.17,non-black hispanic
0.37,10,2,3,2,2,2,1,1,1,1,0,0.26,other
0.32,9,2,4,2,1,3,1,1,1,1,0,0.63,other
1.11,10,2,3,2,2,2,1,1,2,2,0,0.7,black
0.47,10,2,3,1,1,1,1,1,1,1,0,0.01,non-black hispanic
0.53,10,1,4,1,1,2,1,1,2,2,0,0.23,other
0.79,7,3,4,2,2,2,2,2,2,2,0,0.32,non-black hispanic
0.53,11,1,3,2,2,1,1,1,1,3,0,0.94,black
0.11,9,1,4,3,2,2,4,3,3,2,1,0.31,other
0.21,10,1,2,2,2,1,1,2,1,1,0,0.21,other
0.42,10,2,4,2,1,1,2,3,1,2,1,0.67,other
1,7,2,3,1,2,2,1,1,1,1,0,1.07,other
1.05,10,2,5,2,2,3,2,3,4,3,1,0.31,non-black hispanic
0.47,11,1,2,2,1,2,1,2,1,1,0,0.38,non-black hispanic
1.42,9,4,4,4,3,3,2,3,2,1,0,1.1,black
1.05,7,2,3,2,2,2,2,3,3,4,0,0.8,non-black hispanic
0.42,8,1,3,1,2,2,2,2,2,1,1,0.18,black
0.95,8,2,2,3,2,4,2,2,2,2,0,0.49,black
0,11,1,2,2,1,1,1,1,1,1,0,0.06,other
0.11,10,1,4,2,3,2,2,2,2,2,0,0.11,other
0.11,7,3,3,4,2,3,3,2,3,3,0,0.61,other
0.63,8,2,4,3,2,2,2,3,2,1,0,0.94,other
0.37,9,2,3,2,3,3,2,4,4,3,0,0.46,other
0.42,8,2,3,1,2,3,2,4,2,1,0,1.06,black
0.63,10,3,2,2,2,2,1,2,2,2,1,0.77,other
1.32,11,4,4,2,1,3,2,4,3,3,1,0.49,black
0,9,2,2,1,1,2,1,1,1,1,0,0.3,other
1.26,9,3,4,2,1,1,1,3,2,2,1,0.85,black
0.26,11,2,3,3,1,1,1,1,1,2,0,0.14,black
0.95,9,1,3,3,1,1,1,1,1,1,0,1.06,black
0.21,10,2,3,2,2,2,2,1,1,1,0,0.34,non-black hispanic
0.84,10,4,5,3,2,2,2,3,2,1,0,1.29,other
1.16,7,3,2,2,2,3,2,2,2,2,0,0.91,non-black hispanic
0.16,9,2,3,2,1,2,2,1,3,2,0,0.82,black
0.53,9,3,5,2,1,3,1,1,2,2,0,0.21,other
0.32,11,2,3,2,3,4,3,2,1,2,0,0.07,other
1.16,10,2,3,1,2,1,1,1,1,1,0,0.86,non-black hispanic
0.58,10,1,2,2,2,2,2,2,1,1,0,0.35,non-black hispanic
0.16,8,2,1,1,1,1,1,1,1,1,0,0.15,other
0.21,9,2,1,2,2,2,1,1,2,1,0,0.33,black
1.11,7,4,4,2,2,2,1,2,2,1,1,0.59,other
0.32,8,3,4,2,1,5,1,2,3,2,0,0.44,non-black hispanic
0.21,11,1,2,4,2,2,2,2,1,2,0,0.17,other
0.37,8,2,5,1,2,3,2,2,2,1,1,0.78,other
0.79,11,2,3,3,2,2,3,3,4,3,0,1.05,other
0,9,1,2,1,1,1,1,1,1,1,0,0.05,other
0.32,8,1,3,5,2,2,1,2,1,1,0,0.42,other
0.26,7,3,3,2,2,2,1,2,2,2,0,0.14,other
0.68,10,3,2,3,2,2,3,3,2,2,0,0.12,black
1.84,10,3,3,2,3,3,4,4,4,4,0,0.88,other
0.84,8,3,4,4,2,3,2,2,2,2,1,0.8,other
0.84,11,2,2,1,1,1,1,1,1,1,0,0.97,black
0.16,10,2,4,2,1,3,1,2,1,4,1,0.26,other
0.74,8,3,4,2,2,2,2,2,2,2,1,0.52,non-black hispanic
1.32,10,3,3,3,2,2,2,3,2,1,0,0.76,non-black hispanic
1.16,9,5,5,2,2,4,2,3,3,1,0,1.39,other
2.11,10,3,3,1,2,3,3,3,4,2,0,1.36,black
0.58,11,2,4,5,1,1,2,2,2,1,0,1.16,black
0.53,11,2,4,2,2,3,1,2,2,2,1,0.33,other
0.74,11,2,4,3,2,3,2,2,2,2,0,0.8,non-black hispanic
0.21,10,5,4,2,1,3,1,3,1,1,1,0.44,black
1.26,8,3,3,3,4,3,2,4,4,3,0,1.16,non-black hispanic
1.53,11,3,3,1,1,2,1,2,2,2,1,1.46,black
0.79,10,3,3,5,2,2,2,4,3,2,0,0.75,other
0.37,8,1,2,3,1,1,2,1,3,2,0,0.24,other
0.11,10,2,3,2,2,1,1,2,2,1,0,0.37,other
1.21,11,3,3,3,2,4,2,2,3,1,0,2.15,black
0.16,9,2,2,2,2,2,1,1,2,1,0,0.42,other
1,9,1,3,1,2,2,1,1,2,1,0,1.81,other
0.42,11,2,2,1,2,2,2,2,2,1,0,0.34,black
0.32,7,2,4,1,1,1,1,3,1,1,1,0.25,other
0.42,8,2,4,2,2,2,2,4,2,2,1,0.67,other
0.84,7,3,4,1,2,2,2,2,2,2,0,0.51,black
0.26,7,1,3,2,1,2,2,3,2,2,1,0,non-black hispanic
0.42,11,2,4,1,2,2,1,2,2,2,0,0.19,other
0.21,11,2,4,2,1,2,1,1,3,1,0,0.18,other
0.32,10,3,3,2,2,3,3,2,4,2,0,0.36,other
0.68,9,2,1,3,1,2,1,2,2,1,0,0.74,other
1.21,9,1,3,3,2,2,2,1,2,1,1,0.53,other
0.21,9,1,3,3,3,2,2,3,3,2,0,0.34,black
0.58,7,4,4,1,2,3,2,3,3,1,0,0.17,other
1.05,10,2,3,1,2,5,2,2,4,2,0,0.75,black
0.37,10,1,3,1,2,2,2,1,3,2,0,0.7,other
0.16,10,2,3,2,2,3,2,2,3,2,0,0.13,other
0.42,10,2,3,1,2,4,2,4,3,2,0,0.98,other
1.11,11,2,3,2,2,3,2,2,2,2,1,0.63,other
1.42,11,3,3,2,2,2,2,4,2,2,0,0.38,other
1.16,8,3,3,4,1,3,2,3,2,2,0,1.23,black
0.16,9,1,3,1,2,2,3,2,3,3,0,0.79,black
0.21,9,1,3,1,2,1,1,1,3,3,0,0.1,non-black hispanic
0.26,9,4,3,3,2,2,2,4,1,2,0,0.49,other
0.58,8,3,4,3,1,3,1,1,2,1,0,0.33,black
0,7,3,2,1,2,1,1,1,1,1,0,0.03,other
0.42,10,2,2,2,2,2,2,2,1,2,0,0.42,non-black hispanic
0.05,9,2,4,1,2,3,2,3,2,3,0,0.32,other
0.11,10,2,3,5,2,2,2,3,4,3,0,0.86,other
0.68,10,3,4,1,3,3,3,5,3,3,1,1.18,other
0,10,1,4,3,1,2,1,1,1,1,0,0.02,other
0.63,7,2,4,2,1,1,1,1,2,1,1,0.81,other
0.58,10,2,4,2,1,1,1,2,2,2,0,0.43,black
0.84,11,3,4,2,2,3,2,2,2,1,1,0.48,non-black hispanic
1.16,8,4,3,2,3,4,4,4,4,3,0,1.43,other
0.63,11,3,5,1,2,4,2,5,2,2,0,0.18,other
0.53,9,2,3,2,2,2,1,1,2,2,0,0.93,other
0.53,9,2,4,2,3,3,3,4,4,3,0,0.75,other
0,9,1,2,2,1,1,1,2,1,1,0,0.1,non-black hispanic
1.32,10,3,5,2,1,2,1,2,2,2,0,0.9,other
0.74,10,1,3,1,2,2,2,3,4,4,0,0.81,other
0.89,10,1,3,1,3,4,3,3,3,4,0,0.57,other
1,8,3,4,2,2,2,3,3,2,2,1,0.41,other
0.89,11,2,4,1,2,2,1,2,2,2,1,0.48,other
0.47,9,2,3,2,2,3,2,3,1,2,0,0.75,other
0.84,10,2,3,2,2,2,2,1,2,2,0,1.51,non-black hispanic
1.05,10,2,5,1,2,3,2,4,4,2,1,0.82,other
1.47,9,3,4,3,2,2,1,2,2,1,0,0.95,black
0.84,9,3,4,3,3,4,3,5,4,3,1,0.9,other
0.74,10,2,3,1,2,1,2,2,2,2,1,0.51,black
0.42,11,3,4,2,3,3,3,4,2,2,0,1.23,black
0.05,7,2,3,3,1,2,1,1,1,1,0,0.33,other
0.53,9,4,3,3,2,3,2,4,4,3,0,0.7,non-black hispanic
0.47,11,4,5,3,2,3,2,2,3,2,0,1.33,non-black hispanic
0.68,10,2,4,2,3,3,2,2,2,2,0,0.57,non-black hispanic
0.74,10,2,3,3,2,2,1,1,2,2,0,0.25,black
0.11,8,2,2,2,1,2,1,2,1,1,0,0.1,non-black hispanic
0.63,8,3,4,1,2,2,1,1,1,1,0,0.59,black
1.68,8,3,4,2,2,2,1,1,2,1,0,0.91,other
0.53,8,2,3,1,2,1,2,1,2,2,0,0.14,other
0,11,1,4,2,1,1,1,1,1,1,0,0,non-black hispanic
0.74,11,2,3,3,2,1,4,2,4,3,0,0.86,other
0.37,10,2,3,2,1,2,1,1,1,1,1,0.39,other
0.11,7,1,3,3,2,2,1,2,1,1,0,0.07,other
0.58,11,1,3,2,2,3,2,2,3,2,0,0.37,non-black hispanic
1.47,9,4,3,2,2,4,2,2,4,2,0,1.13,black
0.68,11,3,4,2,2,3,3,4,3,2,1,1.39,black
0.32,7,2,3,1,1,1,1,1,2,1,0,0.25,black
0.79,7,1,4,2,2,2,2,2,2,2,0,0.94,black
0.42,10,2,5,2,2,3,2,4,3,3,0,0.92,other
0.32,11,1,2,1,1,2,1,1,1,2,0,0.25,other
0.42,9,2,3,1,2,1,1,1,2,1,0,0.14,other
1.05,11,3,4,2,2,2,2,4,3,3,0,0.71,non-black hispanic
1.16,10,3,3,2,2,4,2,2,3,2,0,1.26,black
0.74,8,2,4,4,2,3,2,3,2,3,1,1.12,other
0.26,11,2,3,1,2,3,1,2,2,1,0,0.3,other
0.58,11,1,2,4,2,2,1,1,1,2,0,0.44,other
0.37,8,1,2,1,2,2,1,2,1,1,0,0.84,other
0.21,9,2,4,2,2,2,2,3,2,2,0,0.14,other
0.63,8,1,3,1,2,1,1,1,1,1,0,0.56,black
0.79,8,3,3,1,2,2,2,3,2,1,0,0.47,black
0.63,11,2,4,2,3,3,2,4,3,4,0,1.27,other
0.95,8,3,4,4,1,2,2,1,3,2,0,0.61,black
0.79,10,2,3,1,2,1,1,2,1,2,0,0.39,other
0.21,10,2,3,2,2,2,2,2,2,2,0,0.35,other
0,10,1,2,1,1,2,1,1,1,1,0,0.07,other
0.53,10,1,2,2,1,2,1,2,1,1,0,0.5,non-black hispanic
0.26,11,1,3,1,1,1,1,1,1,1,1,0.61,other
1.68,11,1,3,3,2,3,2,2,1,1,0,1.86,black
0.58,11,2,3,2,2,2,2,2,1,2,0,0.28,other
0.47,7,3,3,3,3,3,3,4,2,3,0,0.4,other
1.37,8,2,3,4,3,1,3,3,4,3,0,1.98,black
0.89,9,3,4,3,2,5,2,3,4,2,0,0.7,other
1.95,9,3,3,4,3,3,3,3,3,3,0,1.79,other
0.95,9,2,4,2,2,3,2,3,4,2,0,0.76,other
0.68,11,2,3,2,2,3,2,3,2,2,0,0.61,other
1.21,7,1,3,2,2,2,2,2,2,2,0,0.56,other
0.68,11,3,4,1,1,2,1,3,1,1,0,0.52,black
1.05,8,2,3,2,1,3,1,1,3,2,0,0.49,black
0.42,9,3,3,3,2,2,2,3,1,1,0,0.38,other
0.47,9,2,3,2,2,2,2,2,2,3,0,0.69,other
0,9,1,3,2,2,1,1,1,1,1,0,0.04,other
0.53,10,2,1,4,2,2,2,2,3,4,0,0.61,other
0.37,7,4,4,3,2,4,2,2,3,1,0,0.18,other
1.05,10,3,3,2,2,4,3,4,4,2,0,1.24,other
1.74,8,2,4,1,2,2,1,2,1,1,0,1.19,black
0.26,8,2,3,2,2,2,2,1,1,1,0,0.35,other
1.16,10,3,3,2,1,2,1,3,1,2,0,2.52,other
0.53,9,3,3,2,2,4,2,2,2,1,0,0.04,other
0.11,10,2,3,2,2,1,2,2,2,2,0,0.3,other
0.58,11,2,3,2,2,3,2,3,3,2,0,1.06,other
0.26,8,3,4,1,2,2,2,3,2,2,0,0.19,black
0.16,8,2,3,2,2,1,2,3,4,2,0,1.03,other
0.84,8,2,3,1,2,1,1,2,1,1,1,0.29,other
0.21,11,2,3,2,1,1,1,4,1,1,1,0.28,other
1,10,1,5,1,2,2,1,3,3,2,1,0.3,other
0.32,11,3,4,2,3,4,3,5,4,4,0,0.99,black
0.74,8,1,3,2,2,2,2,3,3,2,0,0.26,other
0.37,11,2,4,2,1,4,1,3,2,2,0,0.98,other
0.53,9,3,4,2,2,3,2,2,1,1,1,0.43,other
1,11,2,4,2,2,2,1,2,3,3,0,0.92,non-black hispanic
0.58,7,1,3,2,1,1,1,1,1,1,0,0.85,black
0.84,10,2,4,4,1,2,1,1,2,1,0,1.31,other
0.26,8,3,2,2,1,1,1,2,1,2,0,0.6,other
0.63,10,2,4,1,2,2,1,3,2,2,0,0.68,other
0.42,8,3,3,2,2,2,2,2,3,1,0,0.45,other
0.79,7,2,3,2,2,2,2,1,3,2,0,0.39,non-black hispanic
0.74,10,2,4,2,1,2,2,2,1,1,0,0.71,black
1.11,10,2,3,2,2,2,2,3,3,2,0,1.12,other
0.47,11,1,2,3,2,2,2,2,2,2,0,0.52,other
0.74,11,3,4,3,2,3,2,2,2,1,0,0.02,other
1.42,9,2,3,2,2,3,2,4,3,2,0,1.08,black
1.21,10,2,3,2,2,3,2,2,1,2,0,1.75,other
0.05,8,1,3,1,1,2,1,1,1,1,0,0.06,other
0.68,10,3,4,2,1,3,1,2,3,2,1,0.27,other
0.79,11,3,2,1,1,2,2,2,1,2,1,0.34,black
0,11,1,3,2,1,2,1,1,1,1,0,0.04,black
0.11,10,1,3,3,1,1,1,3,2,1,0,0.2,other
0.58,10,3,5,3,2,4,2,5,4,2,1,0.33,other
0.79,8,2,2,3,1,4,2,3,2,1,0,0.74,other
0.89,11,2,3,4,2,2,2,3,3,2,0,0.44,other
1.05,10,4,4,2,3,5,3,4,4,4,1,1.05,non-black hispanic
0.32,8,3,2,1,2,3,2,1,4,3,0,0.63,other
0.84,11,2,5,2,3,3,3,4,4,3,1,1.6,other
0.58,11,3,3,1,1,2,1,2,2,2,0,0.42,other
0.26,11,2,4,1,1,2,1,2,2,2,1,0.12,black
0.84,8,2,4,4,2,3,3,3,2,4,0,0.96,non-black hispanic
0.63,10,2,3,1,2,3,2,1,1,1,0,0.16,other
0.84,11,3,3,2,1,2,2,4,2,2,0,0.98,other
0.26,9,1,3,2,2,2,3,3,4,3,0,0.22,other
0.32,10,1,3,2,2,2,1,1,2,2,0,0.25,other
0,7,1,3,1,1,1,1,1,1,1,0,0.07,other
0.89,10,4,4,2,2,4,2,3,2,2,1,1.21,other
0.47,8,2,3,2,2,2,1,2,2,1,0,0.61,other
0.84,10,3,4,2,1,3,1,2,1,1,0,0.57,other
0.68,11,1,2,2,2,2,2,2,2,1,0,0.11,non-black hispanic
0.47,8,1,5,2,2,3,2,2,4,2,1,0.25,other
0.84,11,2,2,2,2,1,2,1,1,2,0,0.82,black
0.63,10,4,3,2,2,3,2,2,3,2,0,0.95,non-black hispanic
0.63,11,3,3,2,2,3,2,1,2,2,0,0.37,black
0.68,9,2,3,3,2,3,2,3,3,2,0,0.93,other
0.53,10,2,4,1,1,2,1,2,1,2,1,0.26,other
0.42,11,1,5,2,1,2,2,3,3,3,1,0.6,other
0.47,9,3,3,2,2,2,1,1,2,1,0,0.41,other
0.42,10,2,3,2,3,2,2,2,2,2,0,0.16,non-black hispanic
0.53,10,3,3,3,1,1,1,2,2,1,0,1.12,other
0.11,10,3,3,2,2,2,1,2,2,1,0,0.34,other
0.79,10,4,3,3,2,3,1,2,2,2,0,0.41,other
0.37,7,1,3,1,1,2,1,1,1,1,0,0.28,black
0.53,9,2,3,3,2,2,2,2,2,2,0,0.46,other
0.42,8,2,4,2,2,3,1,3,3,2,0,0.36,black
0.53,11,1,3,1,2,1,2,2,1,2,1,0.98,other
0.84,10,3,3,1,2,2,1,1,2,1,0,0.99,black
0.63,11,3,3,2,2,3,1,1,2,2,1,0.53,other
0.37,7,4,3,3,4,3,4,4,4,4,0,0.68,other
0.89,10,2,4,1,2,2,2,2,3,2,0,0.21,other
0.21,9,2,2,2,2,2,2,1,3,2,0,0.26,other
0.26,7,2,3,2,1,1,1,1,1,1,0,0.23,black
0.26,8,2,3,2,2,1,2,3,3,3,0,0.23,other
0.79,9,3,3,1,1,2,2,2,2,2,0,0.23,other
0.68,8,2,3,2,1,2,1,1,2,2,0,0.92,other
0.68,11,2,2,5,1,3,3,3,3,2,0,0.14,other
0.42,11,1,3,2,1,2,1,2,2,2,0,0.45,black
1.16,10,4,4,2,2,2,2,3,3,2,0,1.63,other
0.21,7,2,3,2,2,2,1,2,2,1,0,0.29,other
0.63,8,1,2,1,2,2,2,2,1,2,0,0.76,black
1.42,8,2,4,3,2,2,2,4,4,2,0,1.64,black
1.26,9,3,3,1,2,2,2,2,2,2,0,1.35,other
1.16,10,3,3,2,1,1,2,2,2,2,1,1.95,other
0.47,8,1,4,2,1,2,1,2,1,2,1,0,non-black hispanic
0.16,9,3,3,3,1,2,2,2,2,1,0,0.86,non-black hispanic
